InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
572318,22566,feltcraft hairband pink and purple,1,2011-10-23 16:19:00,0.85,15436.0,United Kingdom,0.85
571658,23437,50's christmas gift bag large,12,2011-10-18 12:48:00,1.25,12621.0,Germany,15.0
564473,23206,lunch bag apple design,20,2011-08-25 12:33:00,1.65,16722.0,United Kingdom,33.0
567170,16237,sleeping cat erasers,3,2011-09-18 12:40:00,0.21,13566.0,United Kingdom,0.63
544106,21745,gaolers keys decorative garden,3,2011-02-16 10:47:00,3.75,14530.0,United Kingdom,11.25
553485,22217,t-light holder hanging lace,6,2011-05-17 12:25:00,1.25,13208.0,United Kingdom,7.5
543045,22549,picture dominoes,12,2011-02-03 09:04:00,1.45,14309.0,United Kingdom,17.4
562539,21240,blue polkadot cup,2,2011-08-05 15:30:00,0.85,17220.0,United Kingdom,1.7
550989,84755,colour glass t-light holder hanging,8,2011-04-21 18:22:00,0.65,13969.0,United Kingdom,5.2
561625,22398,magnets pack of 4 swallows,48,2011-07-28 14:03:00,0.39,16843.0,United Kingdom,18.72
565460,22232,jigsaw toadstools 3 piece,16,2011-09-05 09:24:00,0.59,16843.0,United Kingdom,9.44
552353,22717,card dog and ball,12,2011-05-09 12:14:00,0.42,17612.0,United Kingdom,5.04
580524,22273,feltcraft doll molly,6,2011-12-04 15:13:00,2.95,13704.0,United Kingdom,17.700000000000003
545295,21086,set/6 red spotty paper cups,48,2011-03-01 12:09:00,0.65,12709.0,Germany,31.200000000000003
564350,82482,wooden picture frame white finish,12,2011-08-24 14:57:00,2.55,14401.0,United Kingdom,30.599999999999998
564092,21977,pack of 60 pink paisley cake cases,24,2011-08-23 10:24:00,0.55,13767.0,United Kingdom,13.200000000000001
559145,23308,set of 60 vintage leaf cake cases,480,2011-07-06 14:17:00,0.55,17404.0,Sweden,264.0
542420,21231,sweetheart ceramic trinket box,8,2011-01-27 18:05:00,1.25,17180.0,United Kingdom,10.0
544479,85099F,jumbo bag strawberry,100,2011-02-21 10:28:00,1.65,14646.0,Netherlands,165.0
537370,20972,pink cream felt craft trinket box,5,2010-12-06 12:44:00,1.25,13155.0,United Kingdom,6.25
580727,23129,heart shaped holly wreath,2,2011-12-05 17:17:00,8.29,14096.0,United Kingdom,16.58
567613,23434,3 raffia ribbons 50's christmas,12,2011-09-21 11:49:00,2.08,13908.0,United Kingdom,24.96
578068,22865,hand warmer owl design,3,2011-11-22 15:45:00,2.1,14505.0,United Kingdom,6.300000000000001
554151,22623,box of vintage jigsaw blocks,10,2011-05-23 11:07:00,5.95,14049.0,United Kingdom,59.5
575942,21210,set of 72 retrospot paper  doilies,12,2011-11-13 11:44:00,1.45,15599.0,United Kingdom,17.4
574740,22348,tea bag plate red retrospot,48,2011-11-06 16:07:00,0.85,12357.0,Switzerland,40.8
552845,20750,red retrospot mini cases,12,2011-05-11 14:37:00,6.35,14646.0,Netherlands,76.19999999999999
544887,22964,3 piece spaceboy cookie cutter set,3,2011-02-24 11:54:00,2.1,17364.0,United Kingdom,6.300000000000001
566115,22712,card dolly girl,12,2011-09-09 10:51:00,0.42,12674.0,France,5.04
552875,23204,charlotte bag apples design,20,2011-05-12 09:41:00,0.85,12621.0,Germany,17.0
577869,22909,set of 20 vintage christmas napkins,1,2011-11-22 11:34:00,0.85,13268.0,United Kingdom,0.85
566094,23188,vintage  2 meter folding ruler,5,2011-09-09 10:42:00,1.65,17965.0,United Kingdom,8.25
570252,21166,cook with wine metal sign,12,2011-10-10 09:14:00,2.08,14665.0,United Kingdom,24.96
544448,37501,tea time tea set in gift box,1,2011-02-20 12:01:00,6.95,14878.0,United Kingdom,6.95
543590,21559,strawberry lunch box with cutlery,3,2011-02-10 11:44:00,2.55,17377.0,United Kingdom,7.6499999999999995
570653,22382,lunch bag spaceboy design,1,2011-10-11 13:49:00,1.65,14710.0,United Kingdom,1.65
566217,85049H,urban black ribbons,1,2011-09-09 15:17:00,0.83,14096.0,United Kingdom,0.83
544692,84077,world war 2 gliders asstd designs,48,2011-02-23 09:14:00,0.29,17499.0,United Kingdom,13.919999999999998
561897,22273,feltcraft doll molly,1,2011-07-31 15:24:00,2.95,17841.0,United Kingdom,2.95
544445,20719,woodland charlotte bag,10,2011-02-20 10:56:00,0.85,16746.0,United Kingdom,8.5
561774,22727,alarm clock bakelike red,2,2011-07-29 12:41:00,3.75,16729.0,United Kingdom,7.5
554990,15060B,fairy cake design umbrella,8,2011-05-29 13:57:00,3.75,16567.0,United Kingdom,30.0
544672,21509,cowboys and indians birthday card,72,2011-02-22 15:45:00,0.36,14646.0,Netherlands,25.919999999999998
544294,21232,strawberry ceramic trinket box,12,2011-02-17 12:42:00,1.25,15601.0,United Kingdom,15.0
573330,21115,rose caravan doorstop,2,2011-10-30 11:22:00,6.75,16923.0,United Kingdom,13.5
547063,22711,wrap circus parade,25,2011-03-20 13:33:00,0.42,14769.0,United Kingdom,10.5
574314,22111,scottie dog hot water bottle,3,2011-11-03 17:48:00,4.95,13500.0,United Kingdom,14.850000000000001
580304,84997D,childrens cutlery polkadot pink,4,2011-12-02 14:25:00,4.15,18055.0,United Kingdom,16.6
557787,22454,measuring tape babushka red,1,2011-06-22 16:16:00,2.95,15041.0,United Kingdom,2.95
566720,22659,lunch box i love london,1,2011-09-14 12:42:00,1.95,13634.0,United Kingdom,1.95
567610,23080,red metal box top secret,16,2011-09-21 11:30:00,7.5,17511.0,United Kingdom,120.0
580516,21914,blue harmonica in box,4,2011-12-04 14:15:00,1.25,17954.0,United Kingdom,5.0
567185,20712,jumbo bag woodland animals,2,2011-09-18 15:55:00,2.08,16370.0,United Kingdom,4.16
579002,22617,baking set spaceboy design,2,2011-11-27 16:27:00,4.95,14093.0,United Kingdom,9.9
544105,85099B,jumbo bag red retrospot,10,2011-02-16 10:38:00,1.95,17567.0,United Kingdom,19.5
554275,21908,chocolate this way metal sign,4,2011-05-23 13:17:00,2.1,14903.0,United Kingdom,8.4
554843,22919,herb marker mint,12,2011-05-26 19:13:00,0.65,13911.0,United Kingdom,7.800000000000001
571685,22720,set of 3 cake tins pantry design,12,2011-10-18 14:15:00,4.95,12863.0,United Kingdom,59.400000000000006
539213,22355,charlotte bag suki design,10,2010-12-16 12:23:00,0.85,12877.0,United Kingdom,8.5
552631,21558,skull lunch box with cutlery,6,2011-05-10 12:55:00,2.55,12684.0,France,15.299999999999999
565439,22383,lunch bag suki design,10,2011-09-04 13:56:00,1.65,14852.0,United Kingdom,16.5
538353,85099C,jumbo  bag baroque black white,100,2010-12-10 15:31:00,1.65,13798.0,United Kingdom,165.0
566299,23312,vintage christmas gift sack,8,2011-09-11 15:59:00,4.15,16871.0,United Kingdom,33.2
541262,82567,"airline lounge,metal sign",1,2011-01-16 15:50:00,2.1,18069.0,United Kingdom,2.1
578995,85202,hanging wood and felt heart,1,2011-11-27 15:59:00,0.42,15861.0,United Kingdom,0.42
580276,20727,lunch bag  black skull.,3,2011-12-02 12:59:00,1.65,16426.0,United Kingdom,4.949999999999999
574737,20970,pink floral feltcraft shoulder bag,4,2011-11-06 15:53:00,3.75,14868.0,United Kingdom,15.0
551653,22730,alarm clock bakelike ivory,4,2011-05-03 12:03:00,3.75,13282.0,United Kingdom,15.0
549958,23078,ice cream pen lip gloss,24,2011-04-13 13:47:00,1.25,17589.0,United Kingdom,30.0
565805,20725,lunch bag red retrospot,20,2011-09-07 10:51:00,1.65,18229.0,United Kingdom,33.0
561085,22082,ribbon reel stripes design,10,2011-07-25 09:26:00,1.65,14367.0,United Kingdom,16.5
580960,22568,feltcraft cushion owl,2,2011-12-06 14:35:00,3.75,16016.0,United Kingdom,7.5
575756,23270,set of 2 ceramic painted hearts,1,2011-11-11 10:48:00,1.45,18118.0,United Kingdom,1.45
544074,22117,metal sign her dinner is served,2,2011-02-15 14:49:00,2.95,14156.0,EIRE,5.9
570491,21174,pottering in the shed metal sign,4,2011-10-10 17:26:00,2.08,14395.0,United Kingdom,8.32
580727,22550,holiday fun ludo,2,2011-12-05 17:17:00,7.46,14096.0,United Kingdom,14.92
569677,22945,christmas metal tags assorted,12,2011-10-05 14:14:00,0.85,15106.0,United Kingdom,10.2
539294,22834,hand warmer babushka design,2,2010-12-16 16:45:00,2.1,15532.0,United Kingdom,4.2
565437,22665,recipe box blue sketchbook design,2,2011-09-04 13:48:00,2.95,17050.0,United Kingdom,5.9
550335,21523,doormat fancy font home sweet home,1,2011-04-17 14:36:00,7.95,15535.0,United Kingdom,7.95
571544,22579,wooden tree christmas scandinavian,8,2011-10-17 16:53:00,0.29,17757.0,United Kingdom,2.32
573337,48188,doormat welcome puppies,10,2011-10-30 11:42:00,7.08,17018.0,United Kingdom,70.8
540644,85099B,jumbo bag red retrospot,30,2011-01-10 14:16:00,1.95,16303.0,United Kingdom,58.5
574444,23323,white wicker star,2,2011-11-04 11:41:00,2.1,18122.0,United Kingdom,4.2
546542,20751,funky washing up gloves assorted,1,2011-03-14 15:13:00,2.1,13263.0,United Kingdom,2.1
581175,23552,bicycle puncture repair kit,72,2011-12-07 15:16:00,1.79,14646.0,Netherlands,128.88
561774,23004,travel card wallet pantry,24,2011-07-29 12:41:00,0.42,16729.0,United Kingdom,10.08
552337,21914,blue harmonica in box,12,2011-05-09 11:34:00,1.25,12621.0,Germany,15.0
556882,21060,party invites balloon girl,3,2011-06-15 12:21:00,0.85,14395.0,United Kingdom,2.55
581400,22722,set of 6 spice tins pantry design,7,2011-12-08 13:36:00,3.95,14056.0,United Kingdom,27.650000000000002
536796,22623,box of vintage jigsaw blocks,1,2010-12-02 15:46:00,4.95,15574.0,United Kingdom,4.95
564536,21479,white skull hot water bottle,2,2011-08-25 15:12:00,3.75,13159.0,United Kingdom,7.5
567161,22720,set of 3 cake tins pantry design,12,2011-09-18 10:46:00,4.95,15947.0,United Kingdom,59.400000000000006
568875,22847,bread bin diner style ivory,1,2011-09-29 12:23:00,16.95,14527.0,United Kingdom,16.95
543235,22291,hanging chick cream decoration,4,2011-02-04 13:30:00,1.45,14462.0,United Kingdom,5.8
547005,22045,spaceboy gift wrap,25,2011-03-18 14:20:00,0.42,12474.0,Germany,10.5
559302,22526,wheelbarrow for children,1,2011-07-07 12:47:00,12.75,14527.0,United Kingdom,12.75
575640,22900,set 2 tea towels i love london,3,2011-11-10 14:01:00,3.25,13148.0,United Kingdom,9.75
558038,22470,heart of wicker large,6,2011-06-24 12:43:00,2.95,18219.0,United Kingdom,17.700000000000003
573373,22271,feltcraft doll rosie,1,2011-10-30 13:37:00,2.95,14684.0,United Kingdom,2.95
563911,22607,wooden rounders garden set,4,2011-08-21 12:39:00,9.95,16265.0,United Kingdom,39.8
544304,21169,you're confusing me metal sign,2,2011-02-17 13:47:00,1.69,18125.0,United Kingdom,3.38
573269,22602,retrospot wooden heart decoration,2,2011-10-28 13:00:00,0.85,16764.0,United Kingdom,1.7
571169,23359,set of 12 t-lights vintage doily,24,2011-10-14 10:28:00,1.95,16168.0,United Kingdom,46.8
542898,22195,large heart measuring spoons,2,2011-02-01 14:01:00,1.65,16110.0,United Kingdom,3.3
569224,23439,hand warmer red love heart,2,2011-10-02 14:00:00,2.1,15701.0,United Kingdom,4.2
558748,22149,feltcraft 6 flower friends,10,2011-07-03 10:23:00,2.1,17800.0,United Kingdom,21.0
547063,21559,strawberry lunch box with cutlery,1,2011-03-20 13:33:00,2.55,14769.0,United Kingdom,2.55
543739,22178,victorian glass hanging t-light,12,2011-02-11 12:49:00,1.25,15550.0,United Kingdom,15.0
575707,22660,doormat i love london,2,2011-11-10 17:16:00,8.25,12538.0,Spain,16.5
552185,84997B,childrens cutlery retrospot red,8,2011-05-06 13:52:00,4.15,12921.0,United Kingdom,33.2
569702,23103,jingle bell heart decoration,6,2011-10-05 16:09:00,1.65,14396.0,United Kingdom,9.899999999999999
567890,23269,set of 2 ceramic christmas trees,12,2011-09-22 15:40:00,1.45,14125.0,United Kingdom,17.4
574831,23232,wrap vintage leaf design,75,2011-11-07 11:26:00,0.42,15522.0,United Kingdom,31.5
563253,22927,green giant garden thermometer,2,2011-08-15 12:04:00,5.95,15218.0,United Kingdom,11.9
559672,35471D,set of 3 bird light pink feather,3,2011-07-11 14:04:00,0.39,14796.0,United Kingdom,1.17
566364,20972,pink cream felt craft trinket box,12,2011-09-12 12:32:00,1.25,15253.0,United Kingdom,15.0
570685,23132,small ivory heart wall organiser,1,2011-10-11 16:25:00,5.75,13208.0,United Kingdom,5.75
553142,22424,enamel bread bin cream,1,2011-05-13 13:05:00,12.75,14527.0,United Kingdom,12.75
554638,22384,lunch bag pink polkadot,6,2011-05-25 11:59:00,1.65,14810.0,United Kingdom,9.899999999999999
574700,22114,hot water bottle tea and sympathy,4,2011-11-06 13:53:00,4.25,16033.0,United Kingdom,17.0
564172,21889,wooden box of dominoes,2,2011-08-23 14:19:00,1.25,16033.0,United Kingdom,2.5
574033,22356,charlotte bag pink polkadot,10,2011-11-02 12:44:00,0.85,16558.0,United Kingdom,8.5
573415,22470,heart of wicker large,5,2011-10-30 16:17:00,2.95,13607.0,United Kingdom,14.75
542598,21908,chocolate this way metal sign,1,2011-01-30 10:43:00,2.1,14805.0,United Kingdom,2.1
571463,22493,paint your own canvas set,12,2011-10-17 14:23:00,1.65,16463.0,United Kingdom,19.799999999999997
578992,22734,set of 6 ribbons vintage christmas,2,2011-11-27 15:38:00,2.89,13610.0,United Kingdom,5.78
546242,22067,choc truffle gold trinket pot,4,2011-03-10 13:07:00,1.65,16743.0,United Kingdom,6.6
565748,22699,roses regency teacup and saucer,24,2011-09-06 12:38:00,2.55,14156.0,EIRE,61.199999999999996
538040,22927,green giant garden thermometer,1,2010-12-09 13:08:00,5.95,16520.0,United Kingdom,5.95
577022,22578,wooden star christmas scandinavian,6,2011-11-17 12:42:00,0.29,13668.0,United Kingdom,1.7399999999999998
566849,20972,pink cream felt craft trinket box,24,2011-09-15 12:03:00,1.25,16341.0,United Kingdom,30.0
536946,21843,red retrospot cake stand,2,2010-12-03 12:28:00,10.95,13013.0,United Kingdom,21.9
548806,22400,magnets pack of 4 home sweet home,24,2011-04-04 12:52:00,1.25,13098.0,United Kingdom,30.0
550805,20727,lunch bag  black skull.,20,2011-04-20 15:38:00,1.65,13162.0,United Kingdom,33.0
570177,85049E,scandinavian reds ribbons,12,2011-10-07 14:17:00,1.25,17509.0,United Kingdom,15.0
568709,20777,chrysanthemum notebook,1,2011-09-28 15:42:00,1.65,15036.0,United Kingdom,1.65
536754,22150,3 stripey mice feltcraft,2,2010-12-02 14:09:00,1.95,14449.0,United Kingdom,3.9
553879,23163,regency sugar tongs,8,2011-05-19 15:15:00,2.49,15791.0,United Kingdom,19.92
553731,22556,plasters in tin circus parade,12,2011-05-19 08:26:00,1.65,12481.0,Germany,19.799999999999997
561098,23203,jumbo bag doiley patterns,10,2011-07-25 10:56:00,2.08,14194.0,United Kingdom,20.8
552246,21615,4 lavender botanical dinner candles,1,2011-05-06 19:44:00,3.75,12748.0,United Kingdom,3.75
579750,23582,vintage doily jumbo bag red,10,2011-11-30 14:42:00,2.08,13536.0,United Kingdom,20.8
566033,20751,funky washing up gloves assorted,1,2011-09-08 13:07:00,2.1,16031.0,United Kingdom,2.1
552023,20846,zinc heart lattice t-light holder,12,2011-05-05 17:59:00,1.25,17624.0,United Kingdom,15.0
562612,84077,world war 2 gliders asstd designs,48,2011-08-08 12:00:00,0.29,16637.0,United Kingdom,13.919999999999998
569358,23512,embroidered ribbon reel rosie,6,2011-10-03 14:53:00,2.08,18257.0,United Kingdom,12.48
560255,21876,pottering mug,6,2011-07-17 13:08:00,1.25,16054.0,United Kingdom,7.5
560504,23293,set of 12 fairy cake baking cases,16,2011-07-19 11:47:00,0.83,13081.0,United Kingdom,13.28
566912,23329,decorative wicker heart large,12,2011-09-15 14:05:00,1.65,14367.0,United Kingdom,19.799999999999997
552631,21559,strawberry lunch box with cutlery,6,2011-05-10 12:55:00,2.55,12684.0,France,15.299999999999999
555564,82581,toilet metal sign,1,2011-06-05 15:01:00,0.55,15005.0,United Kingdom,0.55
552236,22169,family album white picture frame,8,2011-05-06 16:29:00,7.65,16525.0,United Kingdom,61.2
543240,22173,metal 4 hook hanger french chateau,2,2011-02-04 13:47:00,2.95,14462.0,United Kingdom,5.9
555400,22838,3 tier cake tin red and cream,5,2011-06-02 17:50:00,12.75,14088.0,United Kingdom,63.75
575956,84946,antique silver t-light glass,6,2011-11-13 12:17:00,1.25,14487.0,United Kingdom,7.5
576665,23356,love hot water bottle,3,2011-11-16 11:46:00,5.95,17841.0,United Kingdom,17.85
565451,71053,white metal lantern,8,2011-09-04 15:37:00,3.75,15365.0,United Kingdom,30.0
569230,23393,home sweet home cushion cover,2,2011-10-02 15:07:00,3.75,16533.0,United Kingdom,7.5
569899,23332,ivory wicker heart large,12,2011-10-06 16:15:00,1.65,13940.0,United Kingdom,19.799999999999997
561889,21577,save the planet cotton tote bag,6,2011-07-31 13:37:00,2.25,15804.0,United Kingdom,13.5
562157,23293,set of 12 fairy cake baking cases,8,2011-08-03 11:44:00,0.83,16012.0,United Kingdom,6.64
547134,22884,number tile vintage font 5,4,2011-03-21 11:57:00,1.95,15996.0,United Kingdom,7.8
540278,22932,baking mould toffee cup chocolate,1,2011-01-06 12:31:00,2.55,15719.0,United Kingdom,2.55
550515,85049C,romantic pinks ribbons,1,2011-04-18 17:29:00,1.25,14502.0,United Kingdom,1.25
554948,22815,card psychedelic apples,12,2011-05-27 14:29:00,0.42,14447.0,United Kingdom,5.04
557214,23203,jumbo bag doiley patterns,100,2011-06-17 12:20:00,1.79,17677.0,United Kingdom,179.0
575969,22578,wooden star christmas scandinavian,20,2011-11-13 12:47:00,0.29,13571.0,United Kingdom,5.8
546984,20971,pink blue felt craft trinket box,1,2011-03-18 12:35:00,1.25,15019.0,United Kingdom,1.25
570466,23318,box of 6 mini vintage crackers,3,2011-10-10 16:03:00,2.49,16791.0,United Kingdom,7.470000000000001
539259,22669,red baby bunting,5,2010-12-16 14:32:00,2.95,13050.0,United Kingdom,14.75
567653,21523,doormat fancy font home sweet home,2,2011-09-21 14:35:00,8.25,12550.0,Spain,16.5
568491,48194,doormat hearts,1,2011-09-27 11:58:00,8.25,15443.0,United Kingdom,8.25
563376,22815,card psychedelic apples,12,2011-08-16 10:36:00,0.42,15752.0,United Kingdom,5.04
576927,23432,pretty hanging quilted hearts,12,2011-11-17 11:02:00,0.83,12567.0,France,9.959999999999999
564376,22804,candleholder pink hanging heart,32,2011-08-25 10:25:00,2.55,14196.0,United Kingdom,81.6
541593,37379A,pink cherry blossom cup & saucer,6,2011-01-19 15:20:00,1.25,17611.0,United Kingdom,7.5
547498,22974,childrens dolly girl mug,1,2011-03-23 12:24:00,1.65,15021.0,United Kingdom,1.65
558871,20727,lunch bag  black skull.,100,2011-07-04 13:19:00,1.45,12557.0,Spain,145.0
542608,22269,egg cup natural chicken,4,2011-01-30 13:51:00,1.25,16770.0,United Kingdom,5.0
561867,21158,moody girl door hanger,1,2011-07-31 10:59:00,0.39,16931.0,United Kingdom,0.39
581147,21181,please one person metal sign,1,2011-12-07 14:01:00,2.1,16426.0,United Kingdom,2.1
553202,22197,small popcorn holder,1,2011-05-15 16:02:00,0.85,15854.0,United Kingdom,0.85
580136,22475,skull design tv dinner tray,1,2011-12-01 19:42:00,4.95,17841.0,United Kingdom,4.95
551058,84510C,set of 4 polkadot coasters,1,2011-04-26 12:07:00,1.25,14606.0,United Kingdom,1.25
566285,21899,garage key fob,6,2011-09-11 14:51:00,0.65,13611.0,United Kingdom,3.9000000000000004
545161,85127,small square cut glass candlestick,6,2011-02-28 13:34:00,4.95,16187.0,United Kingdom,29.700000000000003
560453,22037,robot birthday card,12,2011-07-19 09:52:00,0.42,13209.0,United Kingdom,5.04
571030,23354,6 gift tags 50's christmas,12,2011-10-13 12:26:00,0.83,12876.0,Belgium,9.959999999999999
540859,21658,glass  beurre dish,1,2011-01-12 10:58:00,3.95,17965.0,United Kingdom,3.95
551747,21286,retrospot candle  large,36,2011-05-04 11:00:00,0.85,14298.0,United Kingdom,30.599999999999998
570418,84946,antique silver t-light glass,12,2011-10-10 13:31:00,1.25,15211.0,United Kingdom,15.0
550331,16235,recycled pencil with rabbit eraser,12,2011-04-17 13:43:00,0.21,15555.0,United Kingdom,2.52
569217,37448,ceramic cake design spotted mug,2,2011-10-02 12:45:00,1.49,15579.0,United Kingdom,2.98
570425,22672,french bathroom sign blue metal,12,2011-10-10 13:54:00,1.65,15128.0,United Kingdom,19.799999999999997
556063,20674,green polkadot bowl,3,2011-06-08 14:09:00,1.25,14587.0,United Kingdom,3.75
576626,22076,6 ribbons empire,1,2011-11-15 17:26:00,1.65,12890.0,United Kingdom,1.65
566394,84836,zinc metal heart decoration,12,2011-09-12 12:45:00,1.25,13650.0,United Kingdom,15.0
559898,84970L,single heart zinc t-light holder,11,2011-07-13 12:18:00,0.95,16225.0,United Kingdom,10.45
556330,85123A,white hanging heart t-light holder,6,2011-06-10 11:29:00,2.95,17797.0,United Kingdom,17.700000000000003
575735,23497,classic chrome bicycle bell,12,2011-11-11 08:46:00,1.45,14156.0,EIRE,17.4
573579,23426,metal sign drop your pants,1,2011-10-31 14:19:00,2.89,15033.0,United Kingdom,2.89
567943,46000S,polyester filler pad 40x40cm,6,2011-09-22 19:33:00,1.45,14702.0,United Kingdom,8.7
580500,21411,gingham heart  doorstop red,17,2011-12-04 12:52:00,1.95,17131.0,United Kingdom,33.15
555406,22776,sweetheart cakestand 3 tier,1,2011-06-02 19:50:00,9.95,17231.0,United Kingdom,9.95
564307,22800,antique tall swirlglass trinket pot,1,2011-08-24 12:32:00,3.75,17865.0,United Kingdom,3.75
563074,22561,wooden school colouring set,360,2011-08-11 15:58:00,1.45,12931.0,United Kingdom,522.0
554280,22379,recycling bag retrospot,5,2011-05-23 13:35:00,2.1,14817.0,United Kingdom,10.5
544970,22274,feltcraft doll emily,6,2011-02-25 11:33:00,2.95,13362.0,United Kingdom,17.700000000000003
565846,22996,travel card wallet vintage ticket,3,2011-09-07 12:41:00,0.42,14606.0,United Kingdom,1.26
567663,22077,6 ribbons rustic charm,12,2011-09-21 15:15:00,1.95,14951.0,United Kingdom,23.4
562093,21232,strawberry ceramic trinket box,12,2011-08-02 12:59:00,1.06,13777.0,United Kingdom,12.72
575671,20750,red retrospot mini cases,8,2011-11-10 15:03:00,7.95,12670.0,France,63.6
538086,47566,party bunting,1,2010-12-09 14:44:00,4.65,12872.0,United Kingdom,4.65
573323,23542,wall art 70's alphabet,1,2011-10-30 10:54:00,8.25,15708.0,United Kingdom,8.25
538812,72741,grand chocolatecandle,9,2010-12-14 12:25:00,1.45,18044.0,United Kingdom,13.049999999999999
579535,23390,dolly girl mini backpack,4,2011-11-30 09:50:00,4.15,15414.0,United Kingdom,16.6
540351,21975,pack of 60 dinosaur cake cases,24,2011-01-06 14:26:00,0.55,12735.0,France,13.200000000000001
542914,21563,red heart shape love bucket,3,2011-02-01 16:03:00,2.95,16161.0,United Kingdom,8.850000000000001
547194,22383,lunch bag suki design,2,2011-03-21 12:42:00,1.65,12637.0,France,3.3
574710,21065,boom box speaker girls,1,2011-11-06 14:17:00,5.95,15427.0,United Kingdom,5.95
553909,23298,spotty bunting,3,2011-05-19 19:00:00,4.95,12951.0,United Kingdom,14.850000000000001
549556,22561,wooden school colouring set,2,2011-04-10 12:53:00,1.65,17372.0,United Kingdom,3.3
555634,84792,enchanted bird coathanger 5 hook,4,2011-06-06 12:29:00,4.65,13319.0,United Kingdom,18.6
547498,37444A,yellow breakfast cup and saucer,1,2011-03-23 12:24:00,0.39,15021.0,United Kingdom,0.39
576051,22698,pink regency teacup and saucer,12,2011-11-13 14:45:00,2.95,14911.0,EIRE,35.400000000000006
537865,22578,wooden star christmas scandinavian,12,2010-12-08 16:34:00,0.85,16011.0,United Kingdom,10.2
560209,85032B,blossom images gift wrap set,4,2011-07-15 14:05:00,0.65,15004.0,United Kingdom,2.6
567873,23356,love hot water bottle,3,2011-09-22 14:25:00,5.95,13055.0,United Kingdom,17.85
571728,22557,plasters in tin vintage paisley,12,2011-10-19 09:18:00,1.65,16123.0,United Kingdom,19.799999999999997
550163,21746,small red retrospot windmill,12,2011-04-14 16:26:00,1.25,14154.0,United Kingdom,15.0
570254,23263,set of 3 wooden heart decorations,12,2011-10-10 09:41:00,1.25,16179.0,United Kingdom,15.0
567944,22144,christmas craft little friends,2,2011-09-22 19:54:00,2.1,14562.0,United Kingdom,4.2
557621,22624,ivory kitchen scales,4,2011-06-21 14:00:00,8.5,12444.0,Norway,34.0
577508,84836,zinc metal heart decoration,1,2011-11-20 12:45:00,1.25,18127.0,United Kingdom,1.25
550504,22635,childs breakfast set dolly girl,2,2011-04-18 15:43:00,9.95,16654.0,United Kingdom,19.9
548718,21169,you're confusing me metal sign,144,2011-04-04 08:50:00,1.45,14156.0,EIRE,208.79999999999998
559457,22283,6 egg house painted wood,6,2011-07-08 12:50:00,7.95,14918.0,United Kingdom,47.7
575607,23266,set of 3 wooden stocking decoration,10,2011-11-10 12:37:00,2.46,14096.0,United Kingdom,24.6
556917,23174,regency sugar bowl green,48,2011-06-15 13:37:00,3.75,12415.0,Australia,180.0
550350,23052,recycled acapulco mat turquoise,2,2011-04-18 10:04:00,8.25,15491.0,United Kingdom,16.5
542112,22202,milk pan pink polkadot,1,2011-01-25 13:55:00,3.75,13168.0,United Kingdom,3.75
547387,22400,magnets pack of 4 home sweet home,12,2011-03-22 16:00:00,1.25,12539.0,Spain,15.0
564056,22726,alarm clock bakelike green,2,2011-08-22 14:13:00,3.75,14387.0,United Kingdom,7.5
566847,20728,lunch bag cars blue,3,2011-09-15 11:57:00,1.65,15005.0,United Kingdom,4.949999999999999
537354,22356,charlotte bag pink polkadot,2,2010-12-06 12:23:00,0.85,12748.0,United Kingdom,1.7
563538,23241,treasure tin gymkhana design,1,2011-08-17 11:48:00,2.08,17841.0,United Kingdom,2.08
543235,21454,painted pink rabbit,3,2011-02-04 13:30:00,0.85,14462.0,United Kingdom,2.55
579102,21790,vintage snap cards,12,2011-11-28 11:33:00,0.85,14911.0,EIRE,10.2
554860,22722,set of 6 spice tins pantry design,4,2011-05-27 10:20:00,3.95,15249.0,United Kingdom,15.8
579533,23360,set 8 candles vintage doily,12,2011-11-30 09:24:00,1.95,12953.0,United Kingdom,23.4
577071,22086,paper chain kit 50's christmas,40,2011-11-17 14:56:00,2.55,13969.0,United Kingdom,102.0
552978,22666,recipe box pantry yellow design,24,2011-05-12 14:46:00,2.55,12590.0,Germany,61.199999999999996
540157,22087,paper bunting white lace,40,2011-01-05 11:41:00,2.55,15311.0,United Kingdom,102.0
571241,21992,vintage paisley stationery set,1,2011-10-14 14:58:00,1.25,14592.0,United Kingdom,1.25
573074,22840,round cake tin vintage red,2,2011-10-27 14:03:00,7.95,16265.0,United Kingdom,15.9
576645,22867,hand warmer bird design,12,2011-11-16 10:14:00,2.1,16245.0,United Kingdom,25.200000000000003
572335,21791,vintage heads and tails card game,12,2011-10-24 10:27:00,1.25,14493.0,United Kingdom,15.0
545227,21035,set/2 red retrospot tea towels,6,2011-03-01 09:35:00,3.25,12428.0,Finland,19.5
550768,22676,french blue metal door sign 1,2,2011-04-20 12:44:00,1.25,15039.0,United Kingdom,2.5
570333,47481,50cm metal string with  7 clips,2,2011-10-10 12:19:00,0.85,18126.0,United Kingdom,1.7
555647,23163,regency sugar tongs,8,2011-06-06 13:43:00,2.49,12957.0,United Kingdom,19.92
563505,22997,travel card wallet union jack,24,2011-08-17 09:45:00,0.42,17865.0,United Kingdom,10.08
545630,22423,regency cakestand 3 tier,6,2011-03-04 12:06:00,12.75,14466.0,United Kingdom,76.5
